user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
922,2023-11-22,Standard,399,0.5,7,1,27,78,Yes
923,2024-06-16,Premium,699,8.3,2,0,20,47,No
924,2022-03-26,Standard,399,9.0,6,3,47,72,Yes
925,2024-11-09,Basic,199,13.5,2,2,15,82,No
926,2024-01-05,Standard,399,7.4,4,4,25,27,No
927,2024-11-26,Standard,399,11.7,6,4,15,12,Yes
928,2024-11-08,Standard,399,7.0,3,3,15,56,Yes
929,2023-04-20,Basic,199,9.9,3,0,34,19,Yes
930,2022-09-30,Basic,199,13.8,8,4,41,8,Yes
931,2023-06-01,Standard,399,12.7,1,0,33,83,No
932,2023-05-21,Basic,199,11.5,4,2,33,82,No
933,2024-06-11,Premium,699,4.9,5,0,20,7,No
934,2023-07-04,Premium,699,12.8,5,2,32,16,No
935,2022-12-11,Standard,399,12.9,8,2,38,33,No
936,2024-08-03,Standard,399,5.0,6,2,18,45,No
937,2024-04-14,Premium,699,9.4,6,2,22,54,No
938,2023-11-26,Basic,199,8.5,4,4,27,86,Yes
939,2022-09-15,Basic,199,10.8,7,2,41,65,Yes
940,2022-09-11,Standard,399,14.7,6,4,41,69,Yes
941,2024-04-13,Standard,399,8.5,7,2,22,82,Yes
942,2024-02-08,Premium,699,15.9,6,2,24,67,No
943,2023-06-26,Standard,399,13.8,0,3,32,40,Yes
944,2022-10-19,Basic,199,14.1,0,0,40,80,No
945,2023-04-30,Premium,699,10.3,7,3,34,83,Yes
946,2024-12-12,Premium,699,7.5,6,3,14,46,Yes
947,2022-01-19,Basic,199,13.7,5,2,49,81,No
948,2024-06-16,Standard,399,10.6,5,4,20,85,Yes
949,2024-12-15,Basic,199,5.5,1,0,14,66,No
950,2024-08-18,Basic,199,15.3,3,0,18,76,Yes
951,2022-06-19,Standard,399,5.8,1,1,44,80,Yes
952,2022-07-07,Basic,199,14.4,8,0,44,50,Yes
953,2024-04-09,Standard,399,15.7,4,1,22,35,No
954,2023-11-06,Premium,699,9.5,9,1,27,70,Yes
955,2022-10-29,Premium,699,16.6,0,3,40,3,Yes
956,2024-09-09,Standard,399,21.0,0,4,17,41,Yes
957,2024-03-08,Premium,699,16.1,9,0,23,60,Yes
958,2024-06-16,Standard,399,10.1,0,4,20,63,Yes
959,2022-03-17,Standard,399,9.2,8,3,47,25,Yes
960,2024-10-09,Basic,199,12.2,0,2,16,86,No
961,2024-06-16,Premium,699,14.5,2,1,20,7,Yes
962,2022-09-28,Standard,399,12.4,7,2,41,37,Yes
963,2023-05-18,Basic,199,7.2,8,1,33,8,Yes
964,2024-09-01,Standard,399,4.5,1,3,17,22,Yes
965,2024-11-06,Standard,399,24.0,5,2,15,16,No
966,2024-04-09,Standard,399,12.7,0,0,22,27,No
967,2023-01-16,Standard,399,9.8,4,3,37,35,Yes
968,2023-12-06,Premium,699,11.2,2,4,26,88,Yes
969,2024-11-27,Premium,699,7.6,6,0,14,49,No
970,2022-08-23,Basic,199,18.2,3,0,42,71,No
971,2022-02-05,Premium,699,5.9,4,0,49,84,No
972,2024-06-20,Standard,399,11.4,0,2,20,77,No
973,2022-05-31,Standard,399,19.8,8,0,45,17,Yes
974,2023-11-07,Premium,699,14.2,2,1,27,79,No
975,2022-07-27,Premium,699,14.8,9,3,43,24,Yes
976,2023-05-25,Basic,199,12.5,9,2,33,26,Yes
977,2022-10-26,Basic,199,8.8,8,4,40,41,Yes
978,2022-04-01,Basic,199,13.4,7,3,47,64,Yes
979,2024-03-07,Premium,699,12.1,4,3,23,11,Yes
980,2024-05-04,Basic,199,6.0,8,1,21,84,Yes
981,2022-10-06,Premium,699,16.5,1,2,41,2,No
982,2024-10-10,Basic,199,6.5,6,1,16,6,No
983,2023-12-15,Premium,699,6.1,9,4,26,52,Yes
984,2024-12-30,Premium,699,4.0,5,2,13,82,No
985,2023-06-17,Premium,699,8.6,5,1,32,27,No
986,2022-01-26,Basic,199,7.5,2,3,49,33,Yes
987,2024-06-09,Premium,699,5.1,8,3,20,63,Yes
988,2022-03-27,Basic,199,9.2,6,3,47,52,No
989,2023-08-01,Basic,199,0.5,0,3,31,87,Yes
990,2023-11-29,Standard,399,8.8,1,3,27,79,No
991,2022-10-19,Basic,199,9.4,2,0,40,70,No
992,2022-07-27,Premium,699,14.8,3,4,43,6,No
993,2022-09-11,Standard,399,8.5,9,1,41,76,Yes
994,2022-11-09,Standard,399,7.6,9,3,39,66,Yes
995,2022-02-11,Premium,699,5.1,2,1,48,39,No
996,2022-04-22,Standard,399,18.6,1,4,46,85,No
997,2023-12-31,Basic,199,23.4,5,4,26,62,Yes
998,2022-09-22,Basic,199,14.0,5,2,41,10,No
999,2022-09-23,Standard,399,12.5,9,2,41,56,Yes
1000,2022-05-12,Standard,399,9.3,7,2,46,48,Yes
1001,2023-08-05,Premium,699,16.8,4,2,30,89,No
1002,2022-02-23,Basic,199,7.7,6,2,48,62,Yes
1003,2022-10-09,Premium,699,0.5,8,0,40,8,Yes
1004,2022-09-06,Premium,699,9.4,2,4,42,10,Yes
1005,2022-05-02,Premium,699,12.1,1,1,46,80,No
1006,2022-03-21,Standard,399,6.2,5,2,47,35,Yes
1007,2022-11-15,Standard,399,15.3,3,4,39,29,Yes
1008,2022-09-25,Basic,199,9.5,4,1,41,61,Yes
1009,2023-07-01,Basic,199,5.0,8,1,32,59,Yes
1010,2022-05-29,Basic,199,7.6,6,0,45,32,No
1011,2024-02-25,Basic,199,16.2,5,4,24,3,No
1012,2024-06-08,Premium,699,14.3,3,3,20,33,Yes
1013,2023-06-04,Basic,199,12.8,2,1,33,39,No
1014,2024-11-18,Premium,699,6.5,9,4,15,73,Yes
1015,2022-12-19,Basic,199,7.3,6,2,38,6,No
1016,2024-02-01,Standard,399,6.9,9,4,24,12,Yes
1017,2024-12-28,Basic,199,16.3,9,2,13,40,Yes
1018,2022-07-09,Standard,399,10.4,5,4,44,76,No
1019,2023-12-08,Premium,699,10.2,9,4,26,58,Yes
1020,2023-04-20,Premium,699,10.1,9,3,34,63,Yes
1021,2024-07-21,Basic,199,9.5,5,4,19,14,Yes
1022,2024-09-10,Basic,199,15.6,0,1,17,85,No
1023,2024-01-01,Standard,399,13.1,1,3,26,53,Yes
1024,2024-02-19,Standard,399,11.9,5,2,24,41,Yes
1025,2024-11-13,Basic,199,8.2,5,4,15,85,No
1026,2023-08-06,Premium,699,7.5,5,2,30,65,No
1027,2023-04-11,Standard,399,0.8,9,2,34,27,Yes
1028,2023-01-06,Basic,199,16.6,6,3,38,49,No
1029,2022-06-28,Standard,399,0.7,7,4,44,53,No
1030,2023-10-31,Basic,199,15.1,3,4,28,53,Yes
1031,2022-10-27,Basic,199,6.7,9,3,40,8,Yes
1032,2023-08-31,Standard,399,0.5,9,2,30,58,Yes
1033,2022-09-14,Basic,199,0.5,2,3,41,84,Yes
1034,2024-03-03,Standard,399,9.5,9,4,23,44,No
1035,2023-08-15,Basic,199,12.7,0,2,30,55,No
1036,2023-02-23,Standard,399,8.5,7,0,36,16,No
1037,2023-05-18,Basic,199,12.2,4,2,33,47,Yes
1038,2024-11-07,Basic,199,10.7,3,4,15,64,Yes
1039,2024-09-25,Standard,399,10.7,3,4,17,44,Yes
1040,2023-01-07,Premium,699,9.6,7,0,38,40,Yes
1041,2022-12-10,Basic,199,3.7,8,2,38,51,No
1042,2022-07-06,Basic,199,11.1,5,4,44,17,Yes
1043,2023-10-13,Basic,199,15.0,4,3,28,48,Yes
1044,2023-04-06,Basic,199,15.6,2,3,35,62,Yes
1045,2024-10-28,Standard,399,17.3,4,0,16,15,No
1046,2023-07-08,Premium,699,8.5,3,4,31,84,No
1047,2024-01-17,Basic,199,1.5,3,3,25,44,Yes
1048,2022-09-28,Basic,199,14.9,9,3,41,80,Yes
1049,2022-11-05,Premium,699,12.4,8,3,40,43,No
1050,2024-01-02,Standard,399,9.6,8,3,26,2,Yes
1051,2023-09-12,Basic,199,7.5,9,1,29,83,Yes
1052,2023-02-11,Premium,699,9.1,1,0,36,69,No
1053,2023-09-06,Basic,199,14.1,4,0,29,9,No
1054,2024-11-19,Basic,199,9.0,9,3,15,89,Yes
1055,2023-10-22,Standard,399,2.7,4,0,28,2,Yes
1056,2023-02-14,Premium,699,4.4,4,4,36,1,No
1057,2023-06-30,Standard,399,7.1,9,2,32,22,No
1058,2023-12-08,Premium,699,15.6,2,1,26,15,No
1059,2022-05-12,Basic,199,11.3,1,4,46,48,Yes
1060,2024-12-03,Basic,199,1.5,1,1,14,25,No
1061,2023-12-07,Basic,199,0.5,4,3,26,8,Yes
1062,2022-07-29,Standard,399,2.6,2,3,43,26,Yes
1063,2023-10-30,Basic,199,14.1,0,1,28,28,No
1064,2023-07-05,Basic,199,9.0,1,0,32,44,No
1065,2023-03-31,Basic,199,6.0,2,0,35,10,No
1066,2022-04-18,Standard,399,22.3,4,4,46,64,Yes
1067,2023-07-14,Basic,199,14.7,7,0,31,44,Yes
1068,2024-07-05,Basic,199,9.1,1,3,19,30,Yes
1069,2024-10-14,Basic,199,5.8,7,1,16,72,No
1070,2024-06-07,Basic,199,7.2,7,4,20,85,Yes
1071,2023-04-05,Basic,199,4.0,2,4,35,67,Yes
1072,2022-11-30,Basic,199,10.1,5,1,39,67,No
1073,2023-07-13,Basic,199,10.7,8,3,31,26,Yes
1074,2024-06-23,Basic,199,9.1,0,4,20,59,No
1075,2024-05-07,Basic,199,8.4,9,3,21,26,Yes
1076,2023-09-10,Basic,199,7.1,2,4,29,58,Yes
1077,2022-06-29,Standard,399,0.5,9,4,44,83,Yes
1078,2022-03-29,Standard,399,10.4,3,4,47,41,Yes
1079,2022-10-16,Standard,399,7.5,3,2,40,39,No
1080,2024-12-13,Basic,199,8.7,5,1,14,80,No
1081,2024-06-14,Basic,199,10.9,5,1,20,64,No
1082,2023-04-23,Premium,699,7.5,8,1,34,18,No
1083,2024-11-26,Standard,399,7.8,0,0,15,88,Yes
1084,2024-01-15,Basic,199,27.1,6,2,25,26,No
1085,2023-06-10,Basic,199,7.8,6,1,32,35,Yes
1086,2023-07-25,Basic,199,12.5,9,4,31,78,Yes
1087,2022-01-16,Basic,199,9.5,3,3,49,34,Yes
1088,2023-12-04,Standard,399,6.6,8,0,26,87,Yes
1089,2023-01-06,Basic,199,15.4,7,3,38,41,No
1090,2022-04-14,Premium,699,10.5,0,0,46,61,No
1091,2023-08-24,Standard,399,10.5,8,2,30,87,Yes
1092,2023-07-29,Basic,199,7.8,5,1,31,52,No
1093,2023-06-30,Basic,199,8.3,6,4,32,55,No
1094,2024-09-19,Standard,399,6.4,6,1,17,7,No
1095,2023-08-21,Basic,199,11.6,6,3,30,15,Yes
1096,2022-05-05,Standard,399,15.3,0,4,46,9,Yes
1097,2022-11-17,Standard,399,2.6,0,0,39,86,No
1098,2022-07-20,Basic,199,6.6,8,1,43,11,Yes
1099,2024-03-28,Premium,699,0.5,2,4,23,4,Yes
1100,2024-02-24,Basic,199,14.6,7,4,24,52,Yes
1101,2023-12-20,Standard,399,2.7,0,0,26,20,Yes
1102,2023-12-19,Premium,699,16.0,0,0,26,83,No
1103,2023-11-30,Basic,199,17.0,2,1,27,51,Yes
1104,2024-09-05,Standard,399,18.3,9,2,17,57,Yes
1105,2023-12-12,Basic,199,16.6,5,2,26,9,No
1106,2022-09-03,Basic,199,5.3,0,4,42,12,Yes
1107,2022-06-21,Premium,699,9.3,4,3,44,26,Yes
1108,2023-04-07,Basic,199,20.5,7,0,34,18,Yes
1109,2024-12-12,Standard,399,13.0,7,1,14,13,No
1110,2023-02-17,Basic,199,13.8,4,2,36,86,No
1111,2022-05-31,Standard,399,15.1,1,2,45,65,No
1112,2023-03-20,Premium,699,14.3,2,4,35,24,Yes
1113,2023-09-15,Standard,399,9.3,8,2,29,23,Yes
1114,2023-05-29,Basic,199,4.9,7,0,33,65,Yes
1115,2023-09-07,Standard,399,15.1,2,2,29,8,No
1116,2023-04-23,Basic,199,20.1,0,4,34,32,Yes
1117,2024-01-30,Standard,399,19.6,3,1,25,46,No
1118,2024-11-16,Standard,399,11.8,1,3,15,74,Yes
1119,2024-06-17,Standard,399,11.4,4,4,20,2,Yes
1120,2024-12-27,Basic,199,0.5,9,4,14,89,No
1121,2022-10-02,Standard,399,4.4,2,4,41,42,Yes
1122,2024-11-13,Basic,199,6.7,0,4,15,20,Yes
1123,2023-05-30,Standard,399,0.5,5,1,33,81,No
1124,2023-06-09,Premium,699,2.6,4,0,32,77,No
1125,2023-06-06,Standard,399,12.2,7,3,32,62,Yes
1126,2024-08-24,Premium,699,12.0,3,2,18,67,No
1127,2023-06-06,Standard,399,8.4,5,2,32,83,No
1128,2023-05-05,Standard,399,9.7,2,3,34,33,Yes
1129,2022-01-11,Standard,399,8.7,8,0,50,3,Yes
1130,2023-09-11,Standard,399,14.3,7,3,29,11,Yes
1131,2022-12-08,Basic,199,15.4,4,1,38,31,No
1132,2022-10-06,Basic,199,15.2,2,1,41,84,No
1133,2024-11-04,Basic,199,0.6,7,0,15,83,Yes
1134,2022-03-10,Basic,199,6.4,6,4,48,56,Yes
1135,2023-04-29,Basic,199,10.4,8,1,34,36,Yes
1136,2022-04-24,Standard,399,10.9,1,0,46,21,No
1137,2022-11-22,Standard,399,8.6,4,2,39,72,Yes
1138,2022-11-18,Premium,699,7.7,5,0,39,7,No
1139,2023-01-30,Basic,199,14.5,7,4,37,56,Yes
1140,2022-09-29,Basic,199,10.6,1,4,41,82,Yes
1141,2022-07-26,Premium,699,15.2,8,4,43,5,Yes
1142,2023-07-22,Basic,199,13.8,8,0,31,3,Yes
1143,2022-09-03,Premium,699,14.2,0,1,42,28,No
1144,2024-02-15,Standard,399,8.3,9,0,24,42,Yes
1145,2024-02-03,Basic,199,7.0,9,3,24,48,Yes
1146,2022-10-09,Premium,699,13.6,2,2,40,82,Yes
1147,2023-05-18,Basic,199,14.0,6,3,33,7,Yes
1148,2022-06-30,Standard,399,17.5,4,0,44,86,No
1149,2023-10-25,Basic,199,12.6,0,1,28,49,Yes
1150,2022-11-06,Standard,399,1.2,8,3,40,49,Yes
1151,2022-01-16,Standard,399,11.0,6,4,49,56,Yes
1152,2022-11-12,Premium,699,9.0,4,3,39,58,No
1153,2023-11-28,Basic,199,4.9,5,4,27,84,Yes
1154,2024-07-18,Basic,199,4.7,6,3,19,13,Yes
1155,2023-01-12,Basic,199,20.6,5,2,37,60,No
1156,2022-10-16,Basic,199,5.7,1,1,40,21,No
1157,2023-06-05,Standard,399,15.0,4,4,33,23,Yes
1158,2024-08-13,Basic,199,14.8,5,2,18,80,No
1159,2023-01-13,Basic,199,8.3,9,0,37,77,Yes
1160,2022-01-16,Basic,199,6.9,4,3,49,20,Yes
1161,2024-03-17,Standard,399,21.4,1,3,23,81,Yes
1162,2023-09-06,Standard,399,6.5,2,4,29,44,Yes
1163,2022-07-28,Standard,399,6.5,1,0,43,62,No
1164,2024-08-17,Premium,699,6.2,5,4,18,77,Yes
1165,2024-09-09,Premium,699,6.4,0,2,17,75,No
1166,2023-08-02,Basic,199,6.4,2,3,31,71,Yes
1167,2023-04-19,Basic,199,13.0,0,2,34,18,No
1168,2023-03-02,Basic,199,9.8,3,1,36,5,No
1169,2024-10-05,Premium,699,11.7,9,0,16,26,No
1170,2024-12-14,Standard,399,19.6,1,0,14,44,No
1171,2024-10-30,Standard,399,1.5,4,4,15,18,Yes
1172,2023-02-12,Standard,399,5.0,7,4,36,74,Yes
1173,2023-12-28,Standard,399,9.8,9,2,26,13,Yes
1174,2024-12-20,Basic,199,0.5,8,4,14,79,Yes
1175,2024-12-04,Standard,399,11.9,0,1,14,81,No
1176,2024-03-02,Basic,199,8.8,6,3,24,21,No
1177,2022-06-12,Basic,199,8.4,0,2,44,68,Yes
1178,2024-09-01,Standard,399,16.7,1,2,17,45,Yes
1179,2024-09-05,Premium,699,12.9,7,0,17,40,Yes
1180,2022-02-04,Standard,399,13.0,0,4,49,7,Yes
1181,2022-04-27,Premium,699,9.0,4,3,46,39,Yes
1182,2023-05-12,Basic,199,13.4,9,4,33,44,Yes
1183,2023-08-18,Standard,399,4.5,4,3,30,2,Yes
1184,2022-12-03,Basic,199,8.2,3,0,39,14,No
1185,2024-09-04,Standard,399,2.4,0,1,17,24,No
1186,2023-12-26,Basic,199,7.3,9,2,26,51,Yes
1187,2023-02-21,Premium,699,10.2,7,2,36,27,Yes
1188,2022-01-10,Standard,399,2.9,7,4,50,18,Yes
1189,2022-06-27,Basic,199,2.5,3,3,44,25,Yes
1190,2024-02-12,Standard,399,10.0,7,4,24,88,Yes
1191,2022-01-03,Standard,399,7.6,4,2,50,18,No
1192,2022-05-06,Standard,399,14.4,7,3,46,76,Yes
1193,2022-07-01,Standard,399,15.8,8,3,44,37,Yes
1194,2023-04-03,Premium,699,16.9,0,0,35,16,No
1195,2023-01-28,Basic,199,8.8,6,4,37,20,No
1196,2023-09-21,Basic,199,11.7,7,2,29,71,No
1197,2024-05-17,Basic,199,3.6,9,3,21,50,Yes
1198,2024-10-13,Standard,399,1.9,8,3,16,45,Yes
1199,2022-11-12,Standard,399,11.1,2,3,39,65,Yes
1200,2022-07-15,Standard,399,13.1,8,1,43,7,Yes
1201,2023-12-23,Basic,199,14.1,9,4,26,87,Yes
1202,2023-08-31,Basic,199,6.4,9,4,30,16,No
1203,2024-11-05,Standard,399,14.2,4,1,15,22,Yes
1204,2022-03-27,Premium,699,5.2,2,1,47,46,No
1205,2023-11-28,Basic,199,21.1,5,1,27,12,No
1206,2024-06-28,Standard,399,10.3,1,4,20,70,Yes
1207,2023-04-19,Standard,399,3.3,7,2,34,58,Yes
1208,2022-08-03,Standard,399,8.4,8,3,43,58,Yes
1209,2023-10-01,Premium,699,5.7,3,4,29,12,Yes
1210,2024-02-23,Standard,399,17.1,9,4,24,9,Yes
1211,2023-04-07,Standard,399,11.0,8,2,34,57,Yes
1212,2023-04-09,Basic,199,4.3,5,2,34,30,No
1213,2024-02-03,Basic,199,9.7,4,0,24,40,No
1214,2023-06-12,Basic,199,7.8,1,0,32,41,No
1215,2024-05-20,Standard,399,6.7,8,4,21,80,No
1216,2022-09-26,Basic,199,8.4,7,3,41,79,Yes
1217,2022-09-06,Standard,399,20.3,9,3,42,84,No
1218,2022-12-04,Premium,699,10.7,0,2,39,6,Yes
1219,2024-08-19,Basic,199,7.1,9,2,18,59,Yes
1220,2022-02-04,Basic,199,12.0,1,4,49,86,Yes
1221,2022-12-14,Standard,399,13.0,5,2,38,32,No
1222,2022-05-01,Basic,199,9.6,2,0,46,42,No
1223,2022-01-14,Premium,699,3.3,6,3,49,37,No
1224,2023-09-06,Basic,199,7.6,0,2,29,44,No
1225,2023-04-10,Standard,399,8.9,7,4,34,21,Yes
1226,2022-11-24,Premium,699,12.7,6,1,39,16,No
1227,2023-02-10,Standard,399,10.2,1,4,36,26,Yes
1228,2022-01-08,Standard,399,1.2,5,4,50,81,Yes
1229,2022-10-29,Premium,699,9.1,4,4,40,20,Yes
1230,2024-07-18,Premium,699,16.8,2,0,19,5,Yes
1231,2022-03-13,Standard,399,7.9,5,3,48,13,No
1232,2024-06-08,Premium,699,19.1,5,3,20,86,Yes
1233,2022-09-15,Standard,399,16.8,7,0,41,18,Yes
1234,2024-05-25,Basic,199,20.5,8,2,21,52,Yes
1235,2024-04-28,Basic,199,21.7,7,4,22,23,Yes
1236,2023-07-12,Basic,199,13.5,0,4,31,19,Yes
1237,2024-11-07,Basic,199,11.6,4,3,15,27,Yes
1238,2024-01-21,Basic,199,10.9,7,1,25,78,Yes
1239,2022-02-10,Basic,199,11.6,7,1,49,77,Yes
1240,2023-08-13,Standard,399,5.8,1,2,30,25,No
1241,2022-02-22,Basic,199,9.4,7,3,48,85,Yes
1242,2024-03-30,Basic,199,9.7,6,1,23,12,No
1243,2024-12-11,Basic,199,3.9,7,0,14,66,Yes
1244,2023-03-13,Standard,399,0.5,1,1,35,75,No
1245,2024-11-28,Standard,399,1.8,5,3,14,35,Yes
1246,2023-01-03,Basic,199,11.3,0,3,38,8,Yes
1247,2024-02-26,Premium,699,14.1,2,3,24,51,Yes
1248,2022-08-19,Premium,699,5.2,7,4,42,85,Yes
1249,2022-08-10,Premium,699,10.5,5,4,42,84,Yes
1250,2024-02-15,Standard,399,10.8,5,4,24,29,Yes
1251,2022-06-29,Standard,399,16.7,2,3,44,45,No
1252,2023-09-10,Basic,199,1.2,3,2,29,6,Yes
1253,2022-06-04,Premium,699,4.7,4,3,45,60,Yes
1254,2024-01-29,Basic,199,14.2,0,3,25,13,No
1255,2022-12-21,Premium,699,9.2,9,2,38,69,Yes
1256,2023-05-17,Standard,399,7.5,9,1,33,79,Yes
1257,2024-04-16,Premium,699,7.7,5,2,22,77,No
1258,2024-11-25,Premium,699,10.9,0,3,15,22,No
1259,2024-04-13,Basic,199,4.8,1,0,22,85,No
1260,2024-03-02,Premium,699,19.1,1,3,24,33,Yes
1261,2022-12-25,Premium,699,12.3,1,3,38,13,Yes
1262,2022-02-19,Premium,699,0.9,5,3,48,84,Yes
1263,2023-07-23,Premium,699,12.8,1,1,31,72,No
1264,2024-12-14,Standard,399,11.4,3,2,14,78,No
1265,2024-06-04,Basic,199,6.0,3,2,20,35,Yes
1266,2023-03-17,Basic,199,8.8,3,3,35,21,Yes
1267,2024-03-21,Standard,399,3.4,3,1,23,12,No
1268,2024-01-15,Standard,399,9.9,4,2,25,85,No
1269,2022-01-05,Premium,699,16.9,4,3,50,74,Yes
1270,2022-02-13,Basic,199,9.9,8,2,48,59,No
1271,2024-12-02,Standard,399,4.6,6,3,14,77,No
1272,2024-06-16,Premium,699,11.7,9,3,20,6,Yes
1273,2024-11-27,Basic,199,16.2,6,1,14,4,Yes
1274,2024-08-31,Basic,199,6.1,1,2,17,39,Yes
1275,2023-09-26,Premium,699,12.9,1,2,29,71,No
1276,2023-06-21,Standard,399,12.2,5,1,32,12,No
1277,2024-09-20,Premium,699,6.6,5,0,17,9,No
1278,2024-04-19,Basic,199,7.8,6,2,22,55,Yes
1279,2023-06-15,Basic,199,23.0,7,0,32,83,No
1280,2024-02-26,Basic,199,14.3,3,0,24,19,No
1281,2022-03-10,Standard,399,2.6,9,2,48,84,Yes
1282,2022-10-06,Standard,399,15.3,0,3,41,54,Yes
1283,2023-12-21,Standard,399,9.7,8,1,26,49,Yes
1284,2022-01-09,Standard,399,9.5,5,3,50,45,Yes
1285,2022-03-26,Premium,699,17.3,2,3,47,30,Yes
1286,2024-11-10,Basic,199,7.6,0,0,15,18,No
1287,2023-04-13,Basic,199,4.4,4,0,34,83,No
1288,2023-04-20,Standard,399,4.1,6,3,34,76,Yes
1289,2023-11-21,Standard,399,9.2,8,0,27,9,Yes
1290,2023-04-19,Basic,199,8.8,5,1,34,8,No
1291,2022-02-15,Standard,399,7.8,0,3,48,71,Yes
1292,2024-03-22,Standard,399,13.7,0,4,23,38,Yes
1293,2022-12-23,Standard,399,2.5,5,4,38,59,Yes
1294,2024-04-19,Basic,199,7.2,9,1,22,9,Yes
1295,2023-07-13,Basic,199,15.3,2,2,31,9,No
1296,2023-12-29,Standard,399,3.8,3,3,26,64,Yes
1297,2023-12-25,Basic,199,10.5,5,3,26,82,Yes
1298,2022-09-01,Basic,199,11.5,8,0,42,54,Yes
1299,2022-08-09,Standard,399,1.5,9,3,43,86,No
1300,2024-04-16,Premium,699,9.5,1,2,22,74,No
1301,2023-11-23,Basic,199,10.8,7,1,27,10,Yes
1302,2022-04-28,Standard,399,3.4,8,0,46,27,Yes
1303,2022-04-02,Standard,399,11.4,6,0,47,59,Yes
1304,2022-12-08,Premium,699,14.7,1,0,38,45,Yes
1305,2023-09-07,Standard,399,9.1,4,2,29,34,Yes
1306,2024-05-08,Standard,399,9.5,8,1,21,50,Yes
1307,2024-06-18,Premium,699,4.5,3,1,20,10,No
1308,2023-07-06,Basic,199,13.7,0,0,32,68,Yes
1309,2024-05-06,Standard,399,9.7,7,2,21,52,Yes
1310,2022-11-08,Premium,699,15.8,7,2,40,70,No
1311,2022-07-21,Standard,399,19.9,0,0,43,30,No
1312,2024-05-21,Basic,199,13.8,4,4,21,64,Yes
1313,2022-06-03,Standard,399,17.8,2,4,45,16,Yes
1314,2024-10-29,Standard,399,9.9,8,1,15,46,No
1315,2023-07-30,Standard,399,8.8,4,1,31,65,No
1316,2023-02-10,Basic,199,11.0,9,4,36,70,Yes
1317,2024-04-14,Standard,399,18.6,9,0,22,35,No
1318,2022-04-27,Standard,399,15.7,7,3,46,4,Yes
1319,2022-02-28,Standard,399,17.0,8,4,48,15,Yes
1320,2022-08-02,Basic,199,11.2,3,1,43,2,No
1321,2023-01-24,Standard,399,9.4,4,0,37,36,No
1322,2022-07-23,Premium,699,5.3,8,0,43,74,Yes
1323,2022-02-27,Premium,699,5.6,2,3,48,18,Yes
1324,2022-06-21,Standard,399,14.1,2,2,44,68,No
1325,2022-06-07,Basic,199,14.3,7,3,45,33,Yes
1326,2022-03-20,Premium,699,12.4,8,1,47,87,Yes
1327,2024-05-04,Basic,199,15.7,6,2,21,13,Yes
1328,2023-06-06,Premium,699,8.6,6,3,32,50,No
1329,2022-01-31,Standard,399,12.7,9,0,49,61,Yes
1330,2022-04-03,Standard,399,7.7,6,1,47,85,No
1331,2023-07-11,Standard,399,17.6,6,1,31,75,No
1332,2023-02-23,Basic,199,15.7,9,2,36,75,Yes
1333,2022-11-27,Basic,199,8.4,1,3,39,66,Yes
1334,2023-04-23,Basic,199,4.2,9,1,34,38,Yes
1335,2023-04-12,Premium,699,8.3,9,3,34,70,Yes
1336,2022-07-03,Standard,399,13.6,3,2,44,58,No
1337,2024-05-08,Standard,399,5.4,8,0,21,7,Yes
1338,2022-07-30,Basic,199,12.7,8,3,43,81,Yes
1339,2023-08-02,Premium,699,9.0,5,1,31,79,No
1340,2023-06-25,Standard,399,8.4,9,4,32,47,Yes
1341,2022-02-22,Basic,199,4.3,8,0,48,70,Yes
1342,2023-11-15,Basic,199,11.1,5,4,27,14,No
1343,2023-07-18,Premium,699,7.2,8,1,31,39,Yes
1344,2022-09-21,Standard,399,8.2,0,1,41,45,No
1345,2023-11-07,Premium,699,2.3,1,0,27,71,No
1346,2022-12-23,Premium,699,7.6,1,1,38,25,No
1347,2023-03-28,Basic,199,17.0,1,3,35,83,Yes
1348,2023-11-17,Premium,699,8.7,7,0,27,87,Yes
1349,2022-01-23,Basic,199,12.1,8,3,49,14,Yes
1350,2022-01-08,Standard,399,10.7,4,2,50,63,Yes
1351,2024-11-20,Basic,199,7.5,2,2,15,3,No
1352,2024-06-09,Standard,399,11.5,9,0,20,67,No
1353,2023-02-04,Premium,699,8.1,3,4,37,76,Yes
1354,2023-11-29,Standard,399,17.8,5,0,27,86,No
1355,2024-10-26,Premium,699,4.0,1,1,16,56,No
1356,2024-09-14,Basic,199,11.1,0,4,17,55,Yes
1357,2023-01-26,Premium,699,7.9,1,2,37,48,Yes
1358,2024-01-24,Premium,699,12.0,3,0,25,36,No
1359,2024-05-13,Premium,699,0.5,0,4,21,51,Yes
1360,2023-05-18,Standard,399,9.9,9,1,33,42,No
1361,2022-08-27,Standard,399,4.8,3,4,42,8,Yes
1362,2024-12-14,Premium,699,7.0,8,1,14,62,Yes
1363,2022-02-16,Basic,199,7.6,1,1,48,84,No
1364,2024-04-29,Premium,699,14.7,4,2,22,56,Yes
1365,2024-08-06,Basic,199,13.8,0,0,18,48,No
1366,2022-11-02,Standard,399,7.4,9,1,40,87,Yes
1367,2023-02-07,Standard,399,2.2,0,4,36,59,Yes
1368,2022-08-02,Standard,399,5.9,1,2,43,6,No
1369,2022-07-30,Basic,199,4.3,5,2,43,21,No
1370,2022-08-21,Standard,399,13.5,4,0,42,39,No
